key,panel,family,n,seed,source,fourary,mean_degree,mean_map,mean_ring,degree,feature_ns,chosen,policy_ns,best_ns,fixed_ns,split
roads:3,roads,COL,435666,0,62238,78886400.0,61204450.0,55651500.0,48840000.0,2.426321999,43954700,mean_ring,48840000.0,48840000.0,48840000.0,holdout
roads:3,roads,COL,435666,0,124476,79354050.0,62161100.0,56034450.0,48644350.0,2.426321999,43954700,mean_ring,48644350.0,48644350.0,48644350.0,holdout
roads:3,roads,COL,435666,0,186714,79551750.0,62014700.0,55312500.0,48989800.0,2.426321999,43954700,mean_ring,48989800.0,48989800.0,48989800.0,holdout
roads:3,roads,COL,435666,0,248952,77985800.0,63769300.0,56932000.0,48532150.0,2.426321999,43954700,mean_ring,48532150.0,48532150.0,48532150.0,holdout
roads:3,roads,COL,435666,0,311190,79888200.0,62351750.0,55952250.0,50161200.0,2.426321999,43954700,mean_ring,50161200.0,50161200.0,50161200.0,holdout
roads:3,roads,COL,435666,0,373428,80918200.0,64280600.0,59460950.0,49973650.0,2.426321999,43954700,mean_ring,49973650.0,49973650.0,49973650.0,holdout
scale:1,scale,sparse_fast,10000,42,3333,3179150.0,1741350.0,2089500.0,1672250.0,4.5135,2388100,mean_ring,1672250.0,1672250.0,1672250.0,train
scale:1,scale,sparse_fast,10000,42,6666,3130950.0,1687350.0,1835200.0,1650100.0,4.5135,2388100,mean_ring,1650100.0,1650100.0,1650100.0,train
scale:2,scale,sparse_fast,100000,42,33333,50720350.0,26680100.0,28275400.0,27178750.0,4.50557,27546400,mean_ring,27178750.0,26680100.0,27178750.0,train
scale:2,scale,sparse_fast,100000,42,66666,51580500.0,27897350.0,28544250.0,28063400.0,4.50557,27546400,mean_ring,28063400.0,27897350.0,28063400.0,train
scale:3,scale,sparse_fast,1000000,42,333333,772534150.0,464813800.0,455073550.0,438611250.0,4.501626,294752700,mean_ring,438611250.0,438611250.0,438611250.0,train
scale:3,scale,sparse_fast,1000000,42,666666,892353400.0,498710850.0,496863500.0,509092750.0,4.501626,294752700,mean_ring,509092750.0,496863500.0,509092750.0,train
scale:4,scale,sparse_fast,10000,1729,3333,2985900.0,1709300.0,1944700.0,1384500.0,4.455,2555800,mean_ring,1384500.0,1384500.0,1384500.0,holdout
scale:4,scale,sparse_fast,10000,1729,6666,2759850.0,1854500.0,1792950.0,1764750.0,4.455,2555800,mean_ring,1764750.0,1764750.0,1764750.0,holdout
scale:5,scale,sparse_fast,100000,1729,33333,51600450.0,28665850.0,29799050.0,29315450.0,4.48748,27773000,mean_ring,29315450.0,28665850.0,29315450.0,holdout
scale:5,scale,sparse_fast,100000,1729,66666,52888850.0,28454450.0,29710400.0,29231850.0,4.48748,27773000,mean_ring,29231850.0,28454450.0,29231850.0,holdout
scale:6,scale,sparse_fast,1000000,1729,333333,764675250.0,434295950.0,426888250.0,422245200.0,4.498706,332439300,mean_ring,422245200.0,422245200.0,422245200.0,holdout
scale:6,scale,sparse_fast,1000000,1729,666666,829467000.0,436345450.0,455914950.0,451859200.0,4.498706,332439300,mean_ring,451859200.0,436345450.0,451859200.0,holdout
scale:7,scale,sparse_fast,10000,2026,3333,2942550.0,2085500.0,1582650.0,1473650.0,4.4758,2247600,mean_ring,1473650.0,1473650.0,1473650.0,holdout
scale:7,scale,sparse_fast,10000,2026,6666,2888350.0,1689100.0,1578250.0,1596600.0,4.4758,2247600,mean_ring,1596600.0,1578250.0,1596600.0,holdout
scale:8,scale,sparse_fast,100000,2026,33333,47895450.0,24127250.0,25204600.0,25453750.0,4.4926,26652800,mean_ring,25453750.0,24127250.0,25453750.0,holdout
scale:8,scale,sparse_fast,100000,2026,66666,44340600.0,24333250.0,24637200.0,24461050.0,4.4926,26652800,mean_ring,24461050.0,24333250.0,24461050.0,holdout
scale:9,scale,sparse_fast,1000000,2026,333333,851492950.0,515711450.0,443641800.0,468930500.0,4.498579,263993300,mean_ring,468930500.0,443641800.0,468930500.0,holdout
scale:9,scale,sparse_fast,1000000,2026,666666,750786800.0,424712150.0,425298200.0,424805350.0,4.498579,263993300,mean_ring,424805350.0,424712150.0,424805350.0,holdout
